"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"250","RT @twingemini4u: Retweet for a chance to win a free goody goody goodyÌ†ºÌΩ≠‚òïÌ†ºÌΩ≠ #StarbucksforLife 
#givegood",FALSE,0,NA,2017-12-16 06:21:58,FALSE,NA,"941916291513888768",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","DylanSwanson19",575,TRUE,FALSE,NA,NA
"251","Still in refrig!  Chilling!               Add to your collection &amp; fill up your game board for a chance to win priz‚Ä¶ https://t.co/ZzB5u6dGeV",FALSE,0,NA,2017-12-16 06:17:40,TRUE,NA,"941915209853210624",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","rott70",0,FALSE,FALSE,NA,NA
"252","Add to your collection &amp; fill up your game board for a chance to win prizes - including Starbucks for Life.‚Ä¶ https://t.co/6EIBe1HKLB",FALSE,0,NA,2017-12-16 06:06:43,TRUE,NA,"941912451913625600",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AshDoll15",0,FALSE,FALSE,NA,NA
"253","Add to your collection &amp; fill up your game board for a chance to win prizes - including Starbucks for Life.‚Ä¶ https://t.co/GiuyA3tNBj",FALSE,0,NA,2017-12-16 06:01:44,TRUE,NA,"941911200408862720",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jenjarbo",0,FALSE,FALSE,NA,NA
"254","Add to your collection &amp; fill up your game board for a chance to win prizes - including Starbucks for Life.‚Ä¶ https://t.co/RdabdZ2HWE",FALSE,0,NA,2017-12-16 05:58:25,TRUE,NA,"941910365859848192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","thebizcash",0,FALSE,FALSE,NA,NA
"255","Add to your collection &amp; fill up your game board for a chance to win prizes - including Starbucks for Life.‚Ä¶ https://t.co/wWIVB3YFUd",FALSE,0,NA,2017-12-16 05:50:37,TRUE,NA,"941908400459231232",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","knowtown",0,FALSE,FALSE,NA,NA
"256","Add to your collection &amp; fill up your game board for a chance to win prizes - Starbucks for Life. #StarbucksforLife https://t.co/xR0NnJ17SG",FALSE,0,NA,2017-12-16 05:43:47,FALSE,NA,"941906682459951104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WiseLaFemmeAOL",0,FALSE,FALSE,NA,NA
"257","Add to your collection &amp; fill up your game board for a chance to win prizes - including Starbucks for Life.‚Ä¶ https://t.co/RaUcq21T0q",FALSE,0,NA,2017-12-16 05:33:31,TRUE,NA,"941904100081336320",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MarketingQBack",0,FALSE,FALSE,NA,NA
"258","Pay it forward this Christmas! #Starbucksforlife #givegood",FALSE,2,NA,2017-12-16 05:31:23,FALSE,NA,"941903563155845120",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","PriscillaLomel8",0,FALSE,FALSE,NA,NA
"259","Add to your collection &amp; fill up your game board for a chance to win prizes - including Starbucks for Life.‚Ä¶ https://t.co/lH1jh6p88L",FALSE,0,NA,2017-12-16 05:29:06,TRUE,NA,"941902986237714432",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jules805",0,FALSE,FALSE,NA,NA
"260","Add to your collection &amp; fill up your game board for a chance to win prizes - including Starbucks for Life.‚Ä¶ https://t.co/1wc1SMTlWL",FALSE,0,NA,2017-12-16 05:29:06,TRUE,NA,"941902986216849408",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jules805",0,FALSE,FALSE,NA,NA
"261","Add to your collection &amp; fill up your game board for a chance to win prizes - including Starbucks for Life.‚Ä¶ https://t.co/bgl4moraW5",FALSE,0,NA,2017-12-16 05:29:06,TRUE,NA,"941902986099400705",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jules805",0,FALSE,FALSE,NA,NA
"262","Add to your collection &amp; fill up your game board for a chance to win prizes - including Starbucks for Life.‚Ä¶ https://t.co/7vj22ZgDFH",FALSE,0,NA,2017-12-16 05:25:36,TRUE,NA,"941902105257836544",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gabe__03_",0,FALSE,FALSE,NA,NA
"263","RT @twingemini4u: Retweet for a chance to win a free goody goody goodyÌ†ºÌΩ≠‚òïÌ†ºÌΩ≠ #StarbucksforLife 
#givegood",FALSE,0,NA,2017-12-16 05:14:16,FALSE,NA,"941899253990948865",NA,"<a href=""http://shouldibuyaniphonex.com/"" rel=""nofollow"">data facili</a>","appleswatchnews",575,TRUE,FALSE,NA,NA
"264","Add to your collection &amp; fill up your game board for a chance to win prizes - including Starbucks for Life.‚Ä¶ https://t.co/5Fln2vhftS",FALSE,0,NA,2017-12-16 04:48:30,TRUE,NA,"941892768703631360",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CaitiKingsland",0,FALSE,FALSE,NA,NA
"265","I just knocked out a challenge and earned extra chances to win Starbucks for Life. #StarbucksforLife https://t.co/PKGlifKrSj",FALSE,0,NA,2017-12-16 04:48:20,FALSE,NA,"941892728966619137",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","kimpatters",0,FALSE,FALSE,NA,NA
