"","lon","lat"
"629",-93.2425458,44.9715597
"630",NA,NA
"631",NA,NA
"632",-79.8711024,43.2557206
"633",NA,NA
"634",-97.5644707,35.5278582
"635",NA,NA
"636",-96.3344068,30.627977
"637",-75.1652215,39.9525839
"638",NA,NA
"639",NA,NA
"640",NA,NA
"641",NA,NA
"642",NA,NA
"643",NA,NA
"644",-111.789027,33.3528264
"645",-93.2650108,44.977753
"646",-78.319747,44.309058
"647",-117.6508876,34.0633443
"648",-0.1277583,51.5073509
"649",NA,NA
"650",NA,NA
"651",NA,NA
"652",NA,NA
"653",NA,NA
"654",NA,NA
"655",NA,NA
"656",NA,NA
"657",NA,NA
"658",NA,NA
"659",NA,NA
"660",-85.323214,51.253775
"661",NA,NA
"662",-73.567256,45.5016889
"663",-98.4842465,39.011902
"664",NA,NA
"665",-118.2436849,34.0522342
"666",75.8119984,26.9132099
"667",NA,NA
"668",NA,NA
"669",NA,NA
"670",NA,NA
"671",-87.6297982,41.8781136
"672",NA,NA
"673",NA,NA
"674",NA,NA
"675",NA,NA
"676",NA,NA
"677",NA,NA
"678",NA,NA
"679",NA,NA
"680",NA,NA
"681",-95.2352501,38.9716689
"682",-71.1077655,42.367746
"683",-97.9413941,29.8832749
"684",NA,NA
"685",NA,NA
"686",NA,NA
"687",NA,NA
"688",NA,NA
"689",NA,NA
"690",18.49041,-22.95764
"691",NA,NA
"692",NA,NA
"693",NA,NA
"694",-87.6297982,41.8781136
"695",-95.712891,37.09024
"696",-122.3320708,47.6062095
"697",-123.1207375,49.2827291
"698",NA,NA
"699",NA,NA
"700",NA,NA
"701",-81.6848188,35.7454071
"702",NA,NA
"703",NA,NA
"704",NA,NA
"705",-87.6297982,41.8781136
"706",NA,NA
"707",NA,NA
"708",NA,NA
"709",-111.0937311,34.0489281
"710",-81.3792365,28.5383355
"711",NA,NA
"712",NA,NA
"713",NA,NA
"714",-87.6297982,41.8781136
"715",-114.0799175,50.897215
"716",-95.712891,37.09024
"717",NA,NA
"718",NA,NA
"719",NA,NA
"720",-87.6297982,41.8781136
"721",NA,NA
"722",NA,NA
"723",-122.4414929,37.7764448
"724",NA,NA
"725",NA,NA
"726",NA,NA
"727",-79.3831843,43.653226
"728",-122.0369239,47.3733483
"729",NA,NA
"730",-102.552784,23.634501
"731",NA,NA
"732",NA,NA
"733",-95.712891,37.09024
"734",NA,NA
"735",NA,NA
"736",NA,NA
"737",-101.8551665,33.5778631
"738",NA,NA
"739",NA,NA
"740",NA,NA
"741",-121.0849369,37.7057623
"742",NA,NA
"743",-121.0610606,39.2190608
"744",NA,NA
"745",-119.4179324,36.778261
"746",NA,NA
"747",NA,NA
"748",NA,NA
"749",-86.158068,39.768403
"750",NA,NA
"751",NA,NA
"752",NA,NA
"753",NA,NA
"754",NA,NA
"755",NA,NA
"756",NA,NA
"757",NA,NA
"758",NA,NA
"759",-77.0287949,38.8983313
"760",NA,NA
"761",-118.3502549,34.0984622
"762",-104.6091409,38.2544472
"763",-80.3972736,27.6386434
"764",NA,NA
"765",NA,NA
"766",NA,NA
"767",-117.4260465,47.6587802
"768",-85.323214,51.253775
"769",-112.3496021,33.4355977
"770",NA,NA
"771",-79.7919754,36.0726354
"772",-78.6381787,35.7795897
"773",-81.3069931,28.5474696
"774",NA,NA
"775",-120.7401385,47.7510741
"776",-79.7919754,36.0726354
"777",-95.6160549,30.0971621
"778",NA,NA
"779",-106.346771,56.130366
"780",NA,NA
"781",NA,NA
"782",NA,NA
"783",NA,NA
"784",NA,NA
"785",NA,NA
"786",NA,NA
"787",NA,NA
"788",NA,NA
"789",NA,NA
"790",-120.5542012,43.8041334
"791",NA,NA
"792",NA,NA
"793",NA,NA
"794",NA,NA
"795",-88.4992659,43.1116731
"796",NA,NA
"797",NA,NA
"798",NA,NA
"799",NA,NA
"800",-122.3151314,47.8209301
"801",-122.6716063,45.6318397
"802",NA,NA
"803",-122.3320708,47.6062095
"804",NA,NA
"805",NA,NA
"806",-117.9988026,33.6594835
"807",NA,NA
"808",-82.4571776,27.950575
"809",-87.6297982,41.8781136
"810",NA,NA
"811",NA,NA
"812",NA,NA
